entry_date,ticker,symbol,side,qty,strategy,expiration,entry_price,exit_price,iv,trend,momentum,price,days_to_exp,pl,order_count
2025-02-13,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-14,SPY,SPY250221C00610000,buy,1.0,LongCall,2025-02-21,3.87,0.01,0.106504881149408,bullish,negative,609.7,7.0,-386.00000000000006,
2025-02-14,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-18,SPY,SPY250221C00611000,buy,1.0,LongCall,2025-02-21,2.97,0.01,0.10248246072130326,bullish,positive,611.49,3.0,-296.00000000000006,
2025-02-18,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-19,SPY,SPY250221C00613000,buy,1.0,LongCall,2025-02-21,1.1,0.01,0.10106927745524687,bullish,positive,612.93,2.0,-109.00000000000001,
2025-02-19,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-20,SPY,SPY250221C00610000,buy,1.0,LongCall,2025-02-21,2.93,0.01,0.1006524026331622,bullish,negative,610.38,1.0,-292.00000000000006,
2025-02-20,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-21,SPY,SPY250228P00600000,buy,1.0,LongPut,2025-02-28,1.31,6.19,0.1176539486078568,bearish,negative,599.94,7.0,488.00000000000006,
2025-02-21,SPY,,,,LongPut,,,,,,,,,,1.0
2025-02-24,SPY,SPY250228P00597000,buy,1.0,LongPut,2025-02-28,2.63,2.71,0.10742785667727016,bearish,negative,597.21,4.0,8.000000000000007,
2025-02-24,SPY,,,,LongPut,,,,,,,,,,1.0
2025-02-25,SPY,SPY250228P00594000,buy,1.0,LongPut,2025-02-28,3.24,0.8,0.1034567688376314,bearish,negative,594.24,3.0,-244.00000000000003,
2025-02-25,SPY,,,,LongPut,,,,,,,,,,1.0
2025-02-26,SPY,SPY250228C00595000,buy,1.0,LongCall,2025-02-28,4.7,0.01,0.10267023856687069,bearish,positive,594.54,2.0,-469.00000000000006,
2025-02-26,SPY,,,,LongCall,,,,,,,,,,1.0
2025-02-27,SPY,SPY250228P00585000,buy,1.0,LongPut,2025-02-28,0.4,0.01,0.11362342178582277,bearish,negative,585.05,1.0,-39.0,
2025-02-27,SPY,,,,LongPut,,,,,,,,,,1.0
2025-02-28,SPY,SPY250307C00594000,buy,1.0,LongCall,2025-03-07,3.07,0.01,0.12801145571946201,bearish,positive,594.18,7.0,-306.0,
2025-02-28,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-03,SPY,SPY250307P00584000,buy,1.0,LongPut,2025-03-07,1.94,8.65,0.1401702186938676,bearish,negative,583.77,4.0,671.0000000000001,
2025-03-03,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-04,SPY,SPY250307P00577000,buy,1.0,LongPut,2025-03-07,5.21,1.35,0.1416998597357655,bearish,negative,576.86,3.0,-386.0,
2025-03-04,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-05,SPY,SPY250307C00583000,buy,1.0,LongCall,2025-03-07,3.36,0.01,0.14744141440459846,bearish,positive,583.06,2.0,-335.0,
2025-03-05,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-06,SPY,SPY250307P00573000,buy,1.0,LongPut,2025-03-07,3.72,0.01,0.15636763672539947,bearish,negative,572.71,1.0,-371.00000000000006,
2025-03-06,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-07,SPY,SPY250314C00576000,buy,1.0,LongCall,2025-03-14,6.54,0.01,0.15737914668576386,bearish,positive,575.92,7.0,-653.0,
2025-03-07,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-10,SPY,SPY250314P00561000,buy,1.0,LongPut,2025-03-14,4.96,0.03,0.17618157010726782,bearish,negative,560.58,4.0,-493.0,
2025-03-10,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-11,SPY,SPY250314P00556000,buy,1.0,LongPut,2025-03-14,5.6,0.01,0.17587518952230757,bearish,negative,555.92,3.0,-559.0,
2025-03-11,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-12,SPY,SPY250314C00559000,buy,1.0,LongCall,2025-03-14,7.63,2.86,0.17924060434329567,bearish,positive,558.87,2.0,-476.99999999999994,
2025-03-12,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-13,SPY,SPY250314P00551000,buy,1.0,LongPut,2025-03-14,1.78,0.01,0.17347995346298137,bearish,negative,551.42,1.0,-177.0,
2025-03-13,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-14,SPY,SPY250321C00563000,buy,1.0,LongCall,2025-03-21,4.49,1.47,0.1955053899547685,bearish,positive,562.81,7.0,-302.00000000000006,
2025-03-14,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-17,SPY,SPY250321C00567000,buy,1.0,LongCall,2025-03-21,3.85,0.01,0.1985093834077005,bearish,positive,567.15,4.0,-384.00000000000006,
2025-03-17,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-18,SPY,SPY250321P00561000,buy,1.0,LongPut,2025-03-21,4.57,0.01,0.19846332126757654,bearish,negative,561.02,3.0,-456.00000000000006,
2025-03-18,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-19,SPY,SPY250321C00567000,buy,1.0,LongCall,2025-03-21,2.62,0.01,0.20593599195311094,bearish,positive,567.13,2.0,-261.00000000000006,
2025-03-19,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-20,SPY,SPY250321P00565000,buy,1.0,LongPut,2025-03-21,5.68,0.53,0.19975597054561656,bearish,negative,565.49,1.0,-515.0,
2025-03-20,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-21,SPY,SPY250328P00564000,buy,1.0,LongPut,2025-03-28,8.2,9.08,0.19968648236401282,bearish,negative,563.98,7.0,88.00000000000009,
2025-03-21,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-24,SPY,SPY250328C00574000,buy,1.0,LongCall,2025-03-28,3.1,0.01,0.21255613672810672,bullish,positive,574.08,4.0,-309.00000000000006,
2025-03-24,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-25,SPY,SPY250328C00575000,buy,1.0,LongCall,2025-03-28,4.17,0.01,0.2129367342573696,bullish,positive,575.46,3.0,-416.0,
2025-03-25,SPY,,,,LongCall,,,,,,,,,,1.0
2025-03-26,SPY,SPY250328P00569000,buy,1.0,LongPut,2025-03-28,1.17,14.22,0.20975081257454326,bearish,negative,568.59,2.0,1305.0,
2025-03-26,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-27,SPY,SPY250328P00567000,buy,1.0,LongPut,2025-03-28,2.95,12.2,0.19989040507143652,bearish,negative,567.08,1.0,925.0,
2025-03-27,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-28,SPY,SPY250404P00556000,buy,1.0,LongPut,2025-04-04,3.28,47.5,0.2027878432935203,bearish,negative,555.66,7.0,4422.0,
2025-03-28,SPY,,,,LongPut,,,,,,,,,,1.0
2025-03-31,SPY,SPY250404C00559000,buy,1.0,LongCall,2025-04-04,3.3,0.01,0.20217800950976617,bearish,positive,559.39,4.0,-329.0,
2025-03-31,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-01,SPY,SPY250404C00561000,buy,1.0,LongCall,2025-04-04,4.36,0.01,0.19769807730498082,bearish,positive,560.97,3.0,-435.00000000000006,
2025-04-01,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-02,SPY,SPY250404C00565000,buy,1.0,LongCall,2025-04-04,2.28,0.01,0.19040519137445788,bullish,positive,564.52,2.0,-227.0,
2025-04-02,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-03,SPY,SPY250404P00537000,buy,1.0,LongPut,2025-04-04,1.79,31.54,0.25765384552387804,bearish,negative,536.7,1.0,2975.0,
2025-04-03,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-04,SPY,SPY250411P00505000,buy,1.0,LongPut,2025-04-11,5.7,0.01,0.3176949820325165,bearish,negative,505.28,7.0,-569.0,
2025-04-04,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-07,SPY,SPY250411P00504000,buy,1.0,LongPut,2025-04-11,23.78,0.01,0.317757558263136,bearish,negative,504.38,4.0,-2377.0,
2025-04-07,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-08,SPY,SPY250411P00496000,buy,1.0,LongPut,2025-04-11,3.81,0.01,0.31738045661704983,bearish,negative,496.48,3.0,-380.0,
2025-04-08,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-09,SPY,SPY250411P00549000,buy,1.0,VerticalSpread,2025-04-11,54.83,14.74,0.49027850349521496,bearish,positive,548.62,2.0,-4008.9999999999995,
2025-04-09,SPY,SPY250411P00547000,sell,1.0,VerticalSpread,2025-04-11,51.03,12.84,0.49027850349521496,bearish,positive,548.62,2.0,3819.0,
2025-04-09,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-10,SPY,SPY250411P00525000,buy,1.0,LongPut,2025-04-11,4.84,0.01,0.5079587019254409,bearish,negative,524.58,1.0,-483.0,
2025-04-10,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-11,SPY,SPY250418P00534000,buy,1.0,VerticalSpread,2025-04-18,,,0.5121527378400165,bearish,positive,533.94,7.0,,
2025-04-11,SPY,SPY250418P00532000,sell,1.0,VerticalSpread,2025-04-18,,,0.5121527378400165,bearish,positive,533.94,7.0,,
2025-04-11,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-14,SPY,SPY250418P00539000,buy,1.0,VerticalSpread,2025-04-18,,,0.5132301806804183,bearish,positive,539.12,4.0,,
2025-04-14,SPY,SPY250418P00537000,sell,1.0,VerticalSpread,2025-04-18,,,0.5132301806804183,bearish,positive,539.12,4.0,,
2025-04-14,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-15,SPY,SPY250418P00538000,buy,1.0,LongPut,2025-04-18,,,0.5109456550556352,bearish,negative,537.61,3.0,,
2025-04-15,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-16,SPY,SPY250418P00526000,buy,1.0,LongPut,2025-04-18,,,0.5156809863515398,bearish,negative,525.66,2.0,,
2025-04-16,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-17,SPY,SPY250418P00526000,buy,1.0,VerticalSpread,2025-04-18,,,0.5160090314747745,bearish,positive,526.41,1.0,,
2025-04-17,SPY,SPY250418P00524000,sell,1.0,VerticalSpread,2025-04-18,,,0.5160090314747745,bearish,positive,526.41,1.0,,
2025-04-17,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-21,SPY,SPY250425P00514000,buy,1.0,LongPut,2025-04-25,4.76,0.01,0.5143295875299672,bearish,negative,513.88,4.0,-475.0,
2025-04-21,SPY,,,,LongPut,,,,,,,,,,1.0
2025-04-22,SPY,SPY250425P00527000,buy,1.0,VerticalSpread,2025-04-25,10.82,0.01,0.5257671955622376,bearish,positive,527.25,3.0,-1081.0,
2025-04-22,SPY,SPY250425P00525000,sell,1.0,VerticalSpread,2025-04-25,9.63,0.01,0.5257671955622376,bearish,positive,527.25,3.0,962.0000000000001,
2025-04-22,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-23,SPY,SPY250425P00535000,buy,1.0,VerticalSpread,2025-04-25,3.54,0.01,0.5295996762351739,bearish,positive,535.42,2.0,-353.0,
2025-04-23,SPY,SPY250425P00533000,sell,1.0,VerticalSpread,2025-04-25,2.92,0.01,0.5295996762351739,bearish,positive,535.42,2.0,291.0,
2025-04-23,SPY,,,,VerticalSpread,,,,,,,,,,2.0
2025-04-24,SPY,SPY250425C00547000,buy,1.0,LongCall,2025-04-25,0.88,3.73,0.5363982168588743,bullish,positive,546.69,1.0,285.0,
2025-04-24,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-25,SPY,SPY250502C00551000,buy,1.0,LongCall,2025-05-02,6.53,15.59,0.5327286402082855,bullish,positive,550.64,7.0,905.9999999999999,
2025-04-25,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-28,SPY,SPY250502C00551000,buy,1.0,LongCall,2025-05-02,7.44,15.59,0.532071751014223,bullish,positive,550.85,4.0,814.9999999999999,
2025-04-28,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-29,SPY,SPY250502C00554000,buy,1.0,LongCall,2025-05-02,4.13,13.14,0.5325258574814764,bullish,positive,554.32,3.0,901.0000000000001,
2025-04-29,SPY,,,,LongCall,,,,,,,,,,1.0
2025-04-30,SPY,SPY250502C00555000,buy,1.0,LongCall,2025-05-02,2.08,12.06,0.5319165748043074,bullish,positive,554.54,2.0,998.0,
2025-04-30,SPY,,,,LongCall,,,,,,,,,,1.0
